Plataforma,Genero,Anio de lanzamiento,Puntuacion de la critica,Puntuacion de los usuarios,Ventas globales (millones),Clasificacion ESRB,Modo multijugador,Modo historia,Valoracion Final
PC,Deportes,2022,8.5,2,47.37,E,Si,Si,5.25
PC,Deportes,2019,8.2,8,19.47,T,No,Si,8.1
PS4,Puzzle,2020,6.8,7,6.69,AO,No,No,6.9
Xbox Series X,Simulacion,2024,8.1,2,20.12,T,No,No,5.05
Xbox Series X,Puzzle,2020,8.3,7,12.29,M,No,Si,7.65
PS5,Carreras,2022,9.9,3,4.88,M,Si,Si,6.45
PS4,Plataformas,2017,9.3,5,9.81,E10+,No,No,7.15
PS4,Accion,2015,5.6,2,24,M,Si,Si,3.8
Xbox One,Estrategia,2013,8.8,3,37.72,T,Si,No,5.9
PC,Puzzle,2024,9.9,10,8.17,T,No,No,9.95
Xbox One,Simulacion,2017,5.4,7,10.18,T,No,No,6.2
PS5,Estrategia,2024,7.6,4,16.65,M,No,Si,5.8
Xbox One,Carreras,2014,9.7,6,7.81,AO,No,Si,7.85
Xbox One,Plataformas,2015,6.4,9,14.68,T,Si,No,7.7
Xbox One,Simulacion,2019,6.8,5,29.53,M,No,No,5.9
PS4,Estrategia,2019,9.3,5,37.71,T,Si,No,7.15
PS5,Deportes,2021,7.2,3,19.59,T,No,Si,5.1
PS5,Carreras,2020,5.8,8,6.63,T,No,Si,6.9
PC,Estrategia,2024,8.5,10,6.25,M,Si,No,9.25
PS5,Deportes,2024,9.5,9,25.28,T,Si,Si,9.25
PS5,Aventura,2020,9.4,8,12.51,M,No,No,8.7
PS5,Estrategia,2021,5.8,9,36.82,AO,No,Si,7.4
PS5,Estrategia,2025,7.6,9,29.38,AO,Si,No,8.3
PS5,Carreras,2023,7,1,49.05,M,No,Si,4
PS5,Accion,2021,8.5,7,12.13,E10+,Si,Si,7.75
PS5,Simulacion,2022,7.4,5,27.95,E,Si,Si,6.2
PS5,Estrategia,2021,5.4,3,8.88,T,No,No,4.2
Switch,Simulacion,2018,8.6,5,30.6,T,No,Si,6.8
PS4,Estrategia,2017,5.3,8,38.9,E10+,Si,Si,6.65
PC,Deportes,2016,8.8,4,31.63,E10+,No,No,6.4
Switch,RPG,2025,9.9,10,37.34,AO,No,No,9.95
PS4,Deportes,2018,5.9,6,36.87,AO,No,Si,5.95
PS5,Estrategia,2020,7,7,3.05,M,No,Si,7
PC,RPG,2016,6.5,9,9.91,M,Si,No,7.75
PC,Accion,2021,7.3,10,24.47,M,Si,Si,8.65
PS5,Plataformas,2020,9.7,10,19.27,M,Si,Si,9.85
Switch,Simulacion,2018,6.1,6,24.69,E10+,No,Si,6.05
PC,Aventura,2022,6.6,4,7.95,AO,Si,Si,5.3
Xbox One,Deportes,2015,7.9,1,20.36,AO,No,Si,4.45
PS4,Plataformas,2019,8.3,9,34.31,T,Si,No,8.65
Xbox One,Simulacion,2018,6.6,2,24.65,E,Si,Si,4.3
PC,Aventura,2012,8,2,7.56,AO,Si,No,5
PS5,Plataformas,2025,8.9,10,41.14,AO,Si,Si,9.45
Switch,Estrategia,2017,6.6,10,22.09,AO,Si,No,8.3
PS5,Aventura,2022,8.5,6,47.44,M,Si,No,7.25
PC,RPG,2012,8.1,1,34.91,E10+,Si,No,4.55
Xbox One,Plataformas,2018,9.6,7,20.15,AO,No,Si,8.3
Xbox Series X,RPG,2020,8,2,29.11,E,Si,Si,5
PS5,Accion,2021,7.1,9,21.03,M,Si,Si,8.05
Switch,Aventura,2019,5.9,10,43.44,E,No,No,7.95
Xbox One,Plataformas,2013,5.8,3,24.3,E10+,Si,Si,4.4
Xbox One,Simulacion,2013,8.7,3,12.02,E,No,No,5.85
PS4,Accion,2020,5.4,4,33.63,T,Si,Si,4.7
Xbox Series X,Puzzle,2020,9.2,6,18.89,E,No,Si,7.6
PC,Deportes,2013,5.4,9,27.26,E,Si,No,7.2
Xbox Series X,Simulacion,2023,5.6,5,37.61,T,No,No,5.3
Xbox Series X,Aventura,2022,5.4,8,19.37,AO,Si,Si,6.7
Xbox One,Deportes,2014,9.1,1,8.75,AO,No,No,5.05
PS4,Simulacion,2018,10,8,16.38,M,No,No,9
Xbox One,Simulacion,2019,7.9,10,38.1,AO,Si,No,8.95
Xbox One,Accion,2016,5,7,7.88,E,Si,No,6
Xbox One,Plataformas,2019,7.8,7,10.24,T,No,No,7.4
Switch,Carreras,2019,5.6,3,14.97,E10+,Si,No,4.3
PS4,Puzzle,2018,9.9,4,49.72,M,No,No,6.95
Xbox Series X,Simulacion,2022,6,3,26.32,T,Si,No,4.5
PS4,Carreras,2014,6.7,7,5.71,E10+,No,Si,6.85
PS4,Simulacion,2020,8.9,7,3.94,M,No,Si,7.95
Xbox One,Simulacion,2013,6,2,17.88,M,Si,Si,4
Xbox One,Puzzle,2015,8.6,9,27.15,M,No,Si,8.8
PC,Deportes,2013,6.8,1,9.36,M,No,Si,3.9
Xbox One,Simulacion,2013,9.4,9,37.61,E,Si,Si,9.2
Switch,Estrategia,2019,9.6,2,15.82,T,No,No,5.8
Xbox Series X,Carreras,2024,5.8,2,28.45,E,No,Si,3.9
Xbox One,Aventura,2018,9.5,2,3.44,AO,No,No,5.75
PC,Accion,2018,9.1,9,7.99,E,No,No,9.05
Xbox One,Aventura,2018,9.9,9,17.24,E,No,Si,9.45
Xbox Series X,Puzzle,2021,5.1,10,45.49,M,No,No,7.55
PC,RPG,2020,7.4,1,49.48,M,Si,No,4.2
Switch,Puzzle,2021,7.8,10,49.94,T,No,No,8.9
PS4,RPG,2018,7.2,5,2.53,T,No,No,6.1
Switch,Simulacion,2018,10,10,45.62,T,Si,Si,10
PC,Deportes,2022,6.5,7,28.83,T,Si,Si,6.75
PS5,Plataformas,2021,8.7,7,9.18,E10+,No,No,7.85
Xbox Series X,Carreras,2025,8.1,2,12.47,E10+,Si,Si,5.05
PS5,Plataformas,2025,9.9,8,25.73,E,No,No,8.95
Xbox One,Carreras,2016,8.9,4,14.79,M,Si,Si,6.45
Xbox One,Deportes,2013,8.6,2,48.09,AO,Si,No,5.3
Xbox Series X,Estrategia,2023,5.8,4,26.02,T,Si,Si,4.9
Xbox One,Simulacion,2019,9.4,6,20.59,T,No,Si,7.7
Xbox One,RPG,2020,9.7,2,38.28,E,Si,Si,5.85
PS4,Aventura,2018,9.8,9,48.47,AO,Si,Si,9.4
PC,Accion,2009,9.9,1,35.06,M,Si,Si,5.45
PS4,Deportes,2020,5.3,6,23.37,T,Si,Si,5.65
Xbox One,Puzzle,2013,8.7,7,33.75,AO,No,Si,7.85
Xbox One,Puzzle,2020,9.8,9,16.84,T,Si,No,9.4
PS5,Deportes,2022,7.9,3,33.7,AO,Si,No,5.45
Xbox Series X,Deportes,2025,6.3,2,23.1,AO,Si,No,4.15
Xbox Series X,Simulacion,2023,9.4,5,7.46,E,No,No,7.2
PC,Carreras,2012,6.2,3,30.05,T,Si,No,4.6
PS5,Aventura,2025,6.7,4,40.32,AO,No,No,5.35
PC,Aventura,2005,8.9,3,30.86,E,Si,No,5.95
PS4,Simulacion,2019,9.3,5,29.43,T,No,No,7.15
Xbox Series X,Estrategia,2023,8.3,3,14.09,AO,No,No,5.65
Xbox One,Deportes,2015,6.6,3,1.05,T,Si,No,4.8
PC,Estrategia,2022,6.8,1,1.45,E10+,No,Si,3.9
PC,Accion,2024,9.9,9,48.89,T,Si,Si,9.45
PC,RPG,2015,7,3,16.65,E,Si,No,5
PC,Aventura,2023,8.5,1,17.8,T,Si,Si,4.75
PC,Estrategia,2016,8.6,9,38.35,T,Si,No,8.8
PC,Aventura,2023,6.9,3,39.25,E10+,Si,Si,4.95
Xbox Series X,RPG,2022,6.6,6,24.33,AO,Si,Si,6.3
PC,Deportes,2005,7.3,7,37.65,E,No,No,7.15
PS4,Deportes,2016,7.8,2,32.79,E,Si,No,4.9
PS4,Accion,2016,8.5,10,49.4,T,No,No,9.25
Xbox One,Aventura,2013,7.5,5,4.48,AO,No,No,6.25
PC,Aventura,2012,5,4,10.98,E,No,Si,4.5
Xbox Series X,Puzzle,2024,7.9,9,34.05,T,Si,Si,8.45
PS5,Plataformas,2024,7.2,10,4.86,E,Si,No,8.6
PS4,Carreras,2019,10,3,16.02,M,Si,Si,6.5
Xbox Series X,Plataformas,2021,8.7,3,1.56,AO,Si,No,5.85
PS5,Puzzle,2021,6.3,1,25.31,AO,Si,Si,3.65
PC,Estrategia,2013,9.4,7,18.81,AO,Si,No,8.2
Xbox One,Aventura,2019,7.6,1,3.69,E10+,Si,No,4.3
PS4,Simulacion,2013,8.4,3,38.47,AO,No,Si,5.7
Switch,Deportes,2024,9.4,5,21.68,AO,No,Si,7.2
PS5,Plataformas,2023,7.2,1,14.19,E,No,Si,4.1
Xbox One,Puzzle,2017,6.3,7,46.19,AO,Si,Si,6.65
PC,Aventura,2018,7.4,8,10.99,T,Si,Si,7.7
PS5,Deportes,2024,5.6,4,27.78,T,Si,No,4.8
Switch,RPG,2021,7.6,2,34.02,E,Si,Si,4.8
PS4,Deportes,2019,6,3,29.5,E,No,Si,4.5
PS4,Carreras,2018,8.4,7,5.77,E10+,Si,No,7.7
PS4,Accion,2016,6.2,10,41.28,M,Si,No,8.1
Xbox One,Carreras,2018,9.1,3,18.02,T,No,No,6.05
PS5,RPG,2022,9.6,5,10.44,E10+,No,No,7.3
PS5,RPG,2020,6,1,37.54,T,Si,Si,3.5
Switch,Deportes,2021,7.9,8,30.73,E10+,Si,No,7.95
Xbox One,RPG,2018,7.2,4,17.3,M,No,No,5.6
PC,Carreras,2012,6.7,6,24.12,AO,Si,No,6.35
PC,Accion,2017,6.4,4,17.68,AO,No,No,5.2
Xbox Series X,Puzzle,2021,6,1,4.35,E,Si,No,3.5
Switch,Puzzle,2024,8.8,2,11.88,AO,Si,Si,5.4
Xbox One,RPG,2017,9.7,10,41.69,T,Si,Si,9.85
Xbox Series X,Estrategia,2024,8.6,3,37.68,T,No,No,5.8
PC,RPG,2025,8.4,4,41.95,AO,No,Si,6.2
Xbox One,Plataformas,2015,8.1,10,22.53,M,Si,Si,9.05
Switch,Puzzle,2025,6.1,4,0.73,M,No,Si,5.05
PS5,Deportes,2023,6.2,4,34.85,AO,Si,Si,5.1
Switch,Estrategia,2018,6.6,9,7.9,E,No,No,7.8
PS4,Plataformas,2018,9,9,17.62,E,No,Si,9
PS4,RPG,2017,5.4,3,15.2,E10+,No,No,4.2
PS4,RPG,2013,5.7,8,26.63,AO,Si,No,6.85
Xbox One,Simulacion,2016,6.1,9,19.77,E10+,No,Si,7.55
Switch,Puzzle,2020,9.2,3,19.43,AO,Si,Si,6.1
Xbox Series X,Puzzle,2024,9.8,4,24.63,T,No,Si,6.9
Switch,Aventura,2019,7.6,3,17.71,E10+,No,Si,5.3
PS5,Carreras,2022,5.7,10,19.71,T,Si,Si,7.85
Xbox One,Aventura,2018,5.9,9,21.99,AO,Si,Si,7.45
PC,Estrategia,2023,8.8,10,46.66,T,No,Si,9.4
PS4,Puzzle,2020,7.8,5,4.14,M,No,No,6.4
PS4,Puzzle,2017,6.1,8,28.83,M,No,No,7.05
Xbox Series X,Aventura,2025,7.3,6,47.01,T,Si,No,6.65
Xbox Series X,Aventura,2022,6.5,1,37.28,M,No,No,3.75
Switch,Simulacion,2021,7.7,2,12.78,AO,No,No,4.85
PS4,Aventura,2013,6.6,7,13.85,M,No,Si,6.8
Xbox Series X,Estrategia,2025,9.7,9,36.59,M,No,Si,9.35
PS5,Simulacion,2025,7.1,8,17.37,M,Si,Si,7.55
PS4,Aventura,2014,5.1,6,3.7,M,No,No,5.55
PC,Plataformas,2009,8.2,9,37.9,T,Si,Si,8.6
PS4,Simulacion,2015,5.3,8,22.27,E10+,No,Si,6.65
Xbox Series X,Aventura,2022,5.6,6,30.43,T,Si,Si,5.8
Xbox One,Plataformas,2015,7.3,2,31.78,AO,Si,Si,4.65
Xbox One,Plataformas,2017,5.4,3,32.51,E,No,Si,4.2
PS4,Aventura,2013,6.1,2,37.87,T,Si,No,4.05
Xbox Series X,Plataformas,2024,9,9,33.87,E,Si,Si,9
Xbox Series X,Plataformas,2024,9.6,9,27.15,E10+,Si,No,9.3
Xbox One,Accion,2018,6.5,6,49.05,AO,No,No,6.25
PS4,Puzzle,2014,8.6,6,21.17,AO,No,Si,7.3
PS4,Plataformas,2013,9.2,8,29.09,AO,No,Si,8.6
PC,Accion,2020,7.3,4,21.21,M,Si,No,5.65
PS5,Plataformas,2022,8.4,10,27.3,M,Si,Si,9.2
Xbox Series X,Carreras,2025,9.5,10,37.11,AO,Si,Si,9.75
Xbox One,Estrategia,2015,6.4,7,33.39,M,Si,No,6.7
PS4,Accion,2013,6.1,2,28.16,M,Si,No,4.05
Xbox One,Deportes,2017,9.5,10,31.12,E,No,No,9.75
Switch,Aventura,2024,8.2,2,30.52,AO,Si,Si,5.1
PS5,Simulacion,2020,7.4,9,34.22,T,No,Si,8.2
Xbox One,RPG,2013,9.2,6,6.57,E,Si,No,7.6
PC,Plataformas,2014,9.2,6,16.05,E,Si,No,7.6
PC,RPG,2010,7.2,7,16.51,M,Si,Si,7.1
PC,Estrategia,2010,8.3,6,33,E10+,Si,No,7.15
Xbox Series X,Deportes,2024,9.9,2,34.96,E10+,No,No,5.95
Xbox One,Aventura,2013,9.3,1,25.73,M,Si,Si,5.15
Xbox One,Simulacion,2014,6.5,1,21.65,M,No,No,3.75
Xbox Series X,Simulacion,2024,9.6,9,21.25,M,No,No,9.3
PC,Estrategia,2017,8.9,3,41.64,T,Si,No,5.95
PC,Plataformas,2009,10,10,21.96,T,Si,No,10
PS4,Simulacion,2014,6.5,1,1.85,E10+,Si,No,3.75
Switch,Simulacion,2020,8.6,5,7.96,T,No,Si,6.8
Switch,Deportes,2020,5.6,2,22.04,M,No,Si,3.8
PC,Simulacion,2015,8.7,9,28.6,E,Si,No,8.85
Xbox One,Accion,2015,8.8,7,2.55,E10+,Si,Si,7.9
Xbox Series X,RPG,2023,10,1,46.43,M,Si,Si,5.5
PC,Carreras,2015,8.3,2,11.18,T,Si,No,5.15
PS5,Plataformas,2024,9.8,8,38.88,M,No,Si,8.9
Xbox Series X,Aventura,2021,8.1,5,26.22,E10+,No,No,6.55
Xbox Series X,Carreras,2023,8.6,9,35.67,T,No,No,8.8
PS5,Deportes,2025,5.1,2,26.44,E,Si,Si,3.55
PS4,Deportes,2020,8.2,6,32.5,E,Si,Si,7.1
Xbox Series X,Puzzle,2022,6.7,3,47.06,M,Si,No,4.85
PC,Puzzle,2021,5.5,10,0.63,M,Si,Si,7.75
Xbox One,Aventura,2014,6,8,38.52,E,No,Si,7
PC,Carreras,2014,6.6,4,19.89,AO,No,No,5.3
Switch,Accion,2019,9.6,2,36.77,E,Si,No,5.8
Switch,Carreras,2019,8.7,5,27.72,M,No,No,6.85
Xbox One,Carreras,2016,9.5,8,0.6,T,No,No,8.75
Switch,Simulacion,2024,9.4,6,23.96,M,Si,Si,7.7
Switch,Accion,2024,6.9,2,10.02,E,No,No,4.45
Switch,RPG,2017,9.9,4,23.95,E,No,No,6.95
PS4,Puzzle,2015,6,2,30.6,E,Si,Si,4
Switch,Plataformas,2018,7,2,28.25,T,Si,No,4.5
Xbox One,Deportes,2018,6.6,7,30.41,AO,No,No,6.8
Xbox Series X,Aventura,2020,7.6,6,17.51,E,Si,Si,6.8
Switch,Aventura,2022,5.9,3,29.75,M,No,Si,4.45
Xbox One,Simulacion,2018,9.9,2,18.58,AO,No,Si,5.95
Xbox One,Estrategia,2015,7.1,1,6.4,M,No,Si,4.05
Switch,Puzzle,2023,8.7,8,25.53,T,Si,No,8.35
Xbox One,Accion,2016,9.3,4,38.49,M,Si,Si,6.65
Switch,Carreras,2019,9.8,9,2.79,E10+,No,Si,9.4
Xbox One,Simulacion,2018,6.3,8,5.01,M,Si,No,7.15
Xbox One,Simulacion,2015,9.4,7,1.8,M,Si,No,8.2
Xbox One,Simulacion,2018,8.3,4,32.71,AO,Si,Si,6.15
Xbox Series X,Aventura,2020,5.7,4,46.34,T,No,No,4.85
PS5,Carreras,2025,7.9,2,34.7,E10+,Si,Si,4.95
PS5,Puzzle,2024,9.3,4,28.86,E10+,No,Si,6.65
Xbox One,Simulacion,2014,6.5,3,38.72,T,Si,Si,4.75
PS4,Plataformas,2020,7.8,7,19.36,M,Si,No,7.4
PS5,Plataformas,2024,8.7,9,2.13,M,Si,Si,8.85
PC,Estrategia,2023,8.6,6,29.19,E10+,No,Si,7.3
Switch,Carreras,2020,9.7,8,46.79,AO,No,No,8.85
PS4,Puzzle,2018,5.8,8,40.26,T,No,Si,6.9
PS5,Deportes,2024,5.4,10,48.91,E,Si,Si,7.7
PS5,Deportes,2021,7.5,3,29.72,E,Si,Si,5.25
Xbox Series X,Aventura,2020,8.7,4,34.02,E,No,No,6.35
Xbox Series X,Aventura,2020,6.2,6,33.8,AO,No,No,6.1
Xbox One,Estrategia,2014,9.7,9,41.23,E,Si,No,9.35
Switch,Plataformas,2017,8.5,5,8.86,AO,No,No,6.75
Xbox One,Simulacion,2016,7.7,3,6.46,T,No,No,5.35
PS4,Estrategia,2017,5.4,5,40.3,E,Si,No,5.2
PS4,Deportes,2020,8.5,3,26.75,M,Si,Si,5.75
Xbox Series X,Plataformas,2020,8.8,5,34.58,AO,Si,No,6.9
Xbox Series X,Simulacion,2023,9.6,1,33.53,T,Si,No,5.3
Xbox One,Deportes,2015,8.7,5,38.45,AO,No,Si,6.85
PC,Puzzle,2012,9.1,6,29.42,T,Si,Si,7.55
PC,Aventura,2019,8.1,7,11.24,M,Si,Si,7.55
Xbox One,Simulacion,2013,8.4,10,18.4,E10+,Si,Si,9.2
Switch,Deportes,2019,9.8,10,34.9,T,Si,No,9.9
PS5,Puzzle,2022,6.8,6,42.64,T,No,Si,6.4
Xbox One,Carreras,2013,6.9,6,26.73,M,Si,Si,6.45
PS4,Aventura,2013,9.9,4,27.09,E,No,No,6.95
PC,Plataformas,2020,7.2,9,49.91,E10+,No,No,8.1
PC,Plataformas,2012,8.1,2,24.67,E10+,Si,Si,5.05
PC,RPG,2014,6.6,2,20.48,T,Si,No,4.3
Xbox One,Aventura,2018,7.7,6,19.48,AO,No,No,6.85
Switch,Puzzle,2022,6.1,6,13.69,E10+,No,Si,6.05
PC,Estrategia,2024,9.4,3,13.89,E,No,Si,6.2
Xbox Series X,Puzzle,2025,9.7,4,8.75,E10+,Si,Si,6.85
PS5,Deportes,2020,6.9,7,38.11,E10+,No,No,6.95
Xbox Series X,Puzzle,2024,9.2,7,44.9,T,No,No,8.1
PS5,Aventura,2025,5,2,47.65,E,No,Si,3.5
PS4,Puzzle,2019,7.9,2,30.05,AO,Si,No,4.95
Xbox One,Estrategia,2020,6.5,5,33.13,T,No,Si,5.75
PC,Plataformas,2024,6,2,40.75,AO,Si,No,4
Xbox Series X,Aventura,2022,9.3,2,4.64,T,Si,No,5.65
PS5,Plataformas,2025,6.7,7,49.08,E10+,Si,No,6.85
PC,Estrategia,2007,7,5,40.12,T,Si,Si,6
Xbox One,Estrategia,2018,6.5,10,18.19,E10+,Si,Si,8.25
Xbox Series X,Simulacion,2021,7.4,10,33.93,E10+,Si,Si,8.7
PS4,Deportes,2018,7.2,9,13.83,T,Si,Si,8.1
PS5,Estrategia,2020,8.5,7,35.88,AO,No,Si,7.75
PS4,Estrategia,2013,7.8,2,17.4,AO,No,No,4.9
Xbox One,Puzzle,2018,6.3,1,14.4,E,Si,Si,3.65
Switch,Puzzle,2024,9.7,5,3.5,E,No,Si,7.35
PS5,Plataformas,2025,8.8,8,1.28,T,Si,Si,8.4
Xbox Series X,Aventura,2020,8.4,6,27,T,Si,No,7.2
Switch,Plataformas,2021,9,5,13.61,M,Si,Si,7
PS4,Aventura,2014,8.1,9,14.95,M,Si,Si,8.55
Xbox One,Accion,2018,8.2,7,26.24,E10+,Si,No,7.6
Switch,Aventura,2023,9.9,7,46.77,T,Si,Si,8.45
PS5,Puzzle,2022,8,5,3.22,T,No,No,6.5
PS5,Deportes,2020,7.4,8,40.59,E10+,Si,No,7.7
Xbox Series X,RPG,2021,8.6,6,0.59,M,Si,No,7.3
Xbox Series X,Plataformas,2022,5.8,9,40.07,E10+,Si,Si,7.4
PS5,Simulacion,2023,6.7,2,30.78,M,Si,No,4.35
PC,Carreras,2006,6.3,3,45.83,AO,No,Si,4.65
Xbox One,Aventura,2016,6.1,8,20.48,E10+,No,Si,7.05
Xbox One,Simulacion,2018,5.4,9,14.4,E,No,No,7.2
Switch,Deportes,2020,7.8,2,14.79,AO,Si,Si,4.9
PS5,Estrategia,2025,7.6,7,9.77,E,No,No,7.3
PS4,Estrategia,2014,9.8,4,49.97,E,Si,No,6.9
PS5,Aventura,2022,7.9,8,10.03,AO,Si,Si,7.95
PS5,Carreras,2024,8.3,5,44.49,E10+,Si,No,6.65
Xbox Series X,Plataformas,2025,6.3,7,22.53,M,Si,No,6.65
PS5,Carreras,2024,5.9,6,19.87,E,No,Si,5.95
Xbox Series X,Plataformas,2020,7.4,9,22.37,E10+,No,Si,8.2
PC,Simulacion,2011,6.2,6,25.7,T,No,Si,6.1
Xbox One,Simulacion,2020,6,2,1.56,E,Si,No,4
Xbox One,Simulacion,2019,7.1,2,40.45,E10+,No,No,4.55
PS5,Estrategia,2021,7.3,1,0.19,E10+,No,Si,4.15
Switch,Simulacion,2025,8.8,10,12.02,E,Si,Si,9.4
Switch,Simulacion,2023,6.1,9,14.73,M,Si,Si,7.55
PC,Accion,2005,6.8,10,45.83,E10+,Si,Si,8.4
PS5,Carreras,2020,8.6,5,49.7,E10+,Si,No,6.8
PC,RPG,2023,5.4,9,32.91,M,Si,Si,7.2
Xbox Series X,Deportes,2021,8.4,6,17.6,E10+,No,Si,7.2
PS4,Puzzle,2020,7.6,7,28.46,T,No,No,7.3
PC,Accion,2014,7.3,4,14.64,M,Si,No,5.65
PC,Plataformas,2024,5.4,1,22.17,T,No,Si,3.2
PS4,Deportes,2018,6.4,9,13.27,T,No,Si,7.7
Xbox One,Plataformas,2018,7.6,3,16.12,E10+,Si,Si,5.3
Switch,Aventura,2021,8.2,9,2.88,E10+,No,No,8.6
Xbox Series X,Aventura,2023,7,1,12.56,E,Si,Si,4
PS4,Deportes,2019,8.8,1,11.28,M,No,No,4.9
PS5,Plataformas,2023,9.7,7,25.91,M,Si,Si,8.35
Switch,Carreras,2021,7.1,9,47.2,M,No,No,8.05
Xbox Series X,Aventura,2020,7.2,1,17.88,E,No,Si,4.1
Switch,Plataformas,2018,8.9,1,22.09,M,No,No,4.95
PC,Simulacion,2006,9.8,7,17.97,M,No,No,8.4
PS5,RPG,2024,9.4,10,31.58,T,Si,Si,9.7
PC,Aventura,2019,8.6,6,11.32,M,No,No,7.3
PS4,Plataformas,2016,8.4,9,11.02,E10+,No,No,8.7
Xbox One,Deportes,2015,9.8,5,23.25,T,Si,No,7.4
PC,Accion,2015,7,5,30.62,AO,No,No,6
PS5,Deportes,2022,9.9,4,39.97,AO,Si,Si,6.95
PS4,Deportes,2015,9.1,3,36.24,E,No,Si,6.05
PC,Carreras,2013,8.6,7,24.68,M,Si,Si,7.8
Xbox One,Carreras,2017,7.9,9,7.53,AO,No,No,8.45
PS5,Accion,2025,7,9,43.48,M,Si,Si,8
PS4,Carreras,2016,7.7,8,24.11,E10+,No,No,7.85
PS4,Estrategia,2015,7.2,5,49.28,E10+,Si,No,6.1
Xbox One,Puzzle,2013,8.7,4,9.55,AO,No,No,6.35
Xbox Series X,Deportes,2024,9.2,10,40.08,AO,No,Si,9.6
PC,Carreras,2019,5.3,1,37.33,T,No,Si,3.15
PC,Deportes,2021,6.6,4,31.33,M,No,No,5.3
PS4,Accion,2013,6,5,45.92,E,Si,No,5.5
Switch,Deportes,2024,7.4,5,7.35,M,Si,Si,6.2
PC,Accion,2016,7.3,3,46.92,AO,No,Si,5.15
PS5,Puzzle,2023,7.2,10,1.19,E10+,Si,No,8.6
Switch,Aventura,2020,9.1,8,31.21,E,No,Si,8.55
Xbox One,RPG,2016,9.4,10,6.62,M,No,No,9.7
PS4,Accion,2013,5,8,30.78,E,Si,Si,6.5
PC,Aventura,2016,7.1,7,36.17,T,Si,No,7.05
Xbox Series X,Plataformas,2020,9.6,4,48.82,E,Si,No,6.8
Switch,Accion,2022,9.4,4,31.13,AO,No,No,6.7
Xbox One,Accion,2016,6.3,10,28.1,T,No,Si,8.15
Xbox Series X,Estrategia,2024,6.8,3,28.66,M,Si,Si,4.9
Switch,Estrategia,2023,8.8,9,33.54,M,Si,No,8.9
Switch,RPG,2024,7.8,5,46.64,AO,Si,No,6.4
Switch,Plataformas,2019,7.1,3,3.33,T,Si,Si,5.05
Xbox Series X,Estrategia,2025,8,7,2.33,M,Si,No,7.5
Switch,Simulacion,2024,5.2,8,28.99,E10+,Si,No,6.6
PS5,Aventura,2023,9,8,7.75,AO,No,Si,8.5
PS5,Simulacion,2022,7.5,9,23.2,T,No,No,8.25
Xbox One,Simulacion,2019,5.3,3,21.11,AO,Si,No,4.15
Switch,Simulacion,2025,8.2,4,29.15,T,No,Si,6.1
PS4,Aventura,2013,7.3,5,29.95,M,Si,Si,6.15
Xbox Series X,Estrategia,2021,9.5,1,42.52,E10+,Si,No,5.25
Xbox Series X,Plataformas,2023,5.9,1,7.92,M,Si,No,3.45
Switch,Carreras,2021,5.5,1,2.55,AO,Si,No,3.25
Switch,Accion,2018,8.1,8,48.83,T,Si,Si,8.05
PC,Plataformas,2009,9.2,3,37.06,M,No,Si,6.1
PC,Accion,2008,9.9,1,3.36,M,No,Si,5.45
Switch,Accion,2022,5.7,8,1.83,AO,No,Si,6.85
Xbox One,Puzzle,2017,5.5,5,7.62,AO,No,Si,5.25
PC,Deportes,2016,9.9,1,3.75,M,No,No,5.45
PC,RPG,2012,5.1,9,28.86,AO,No,Si,7.05
Xbox One,Simulacion,2020,6.9,8,27.27,E10+,Si,No,7.45
Xbox Series X,Deportes,2021,8.1,3,7.96,AO,No,No,5.55
PS5,Carreras,2022,6.4,8,17.67,E,No,No,7.2
Xbox One,Carreras,2014,8.6,8,40.88,T,Si,Si,8.3
Xbox Series X,RPG,2023,5.2,2,21.4,AO,Si,No,3.6
Switch,Estrategia,2022,5.1,10,29.38,T,Si,No,7.55
PS5,Carreras,2023,6.7,2,5.11,E10+,No,Si,4.35
PC,Simulacion,2012,8.3,8,46.3,E10+,Si,Si,8.15
PS4,Aventura,2014,5.2,2,13.87,M,Si,No,3.6
Xbox Series X,RPG,2020,7.4,1,39.55,AO,Si,Si,4.2
PC,Deportes,2016,5,3,35.84,AO,Si,No,4
PS4,Plataformas,2013,6.6,3,35.74,E10+,No,Si,4.8
Xbox Series X,Carreras,2021,5.2,5,37.33,M,Si,No,5.1
Xbox One,Carreras,2013,8.3,9,32.15,AO,No,Si,8.65
Xbox One,Puzzle,2013,6.8,10,20.87,E,No,Si,8.4
Xbox One,Simulacion,2016,8.8,5,3.68,AO,Si,No,6.9
PS5,Accion,2022,9.2,1,21.25,E10+,Si,No,5.1
PS4,Deportes,2020,8.6,3,40.83,E,No,Si,5.8
PS5,Plataformas,2022,8.8,9,17.34,E,Si,Si,8.9
PC,Simulacion,2018,6.5,3,8.86,E10+,Si,Si,4.75
Xbox Series X,Estrategia,2025,6.3,6,39.02,AO,Si,No,6.15
PS5,RPG,2024,8.8,10,46.43,E,Si,No,9.4
Xbox One,Puzzle,2020,6.3,2,18.93,AO,Si,Si,4.15
PS4,Plataformas,2020,6.8,3,6.61,M,Si,No,4.9
Xbox Series X,Simulacion,2021,8.2,3,32.41,E10+,Si,No,5.6
Xbox One,Carreras,2020,8.1,6,27.42,E,Si,No,7.05
Xbox Series X,Puzzle,2020,7.4,9,19.82,AO,Si,Si,8.2
